128,319
42,30,68,64,65,142
67,52,16,21,27,233
88,50,16,21,27,187
78,82,16,21,27,225
56,23,29,29,31,215
46,54,20,21,25,206
49,96,16,21,27,238
25,141,48,49,51,201
76,153,16,20,23,209
71,230,15,21,21,169
108,296,28,24,23,235
46,157,15,20,24,223
33,234,17,18,20,183
17,301,38,33,30,194
46,24,53,52,57,183
45,25,53,53,55,176
77,26,26,30,33,176
49,28,57,53,52,198
